key,entry_type,author,title,abstract,address,annote,booktitle,doi,editor,file,institution,isbn,issn,journal,keywords,language,month,note,number,pages,publisher,shorttitle,type,url,urldate,volume,year,use_case,technology,pubType,relevant,Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
ali_data_2021,article,"Ali, Ahmad and Zhu, Yanmin and Zakarya, Muhammad",A data aggregation based approach to exploit dynamic spatio-temporal correlations for citywide crowd flows prediction in fog computing,,,,,10.1007/s11042-020-10486-4,,s11042-020-10486-4.pdf:/media/aweissen/ef6d006c-11d1-45ba-ad13-50a91575ccd91/projects/papers/anita/2022/data/s11042-020-10486-4.pdf:application/pdf,,,"1380-7501, 1573-7721",Multimedia Tools and Applications,,en,aug,,20.0,31401--31433,,,,https://link.springer.com/10.1007/s11042-020-10486-4,2023-06-25,80.0,2021.0,Traffic volume prediction,Attention mechanism,article,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yu_deep_2022,article,"Yu, Wenhao and Huang, Qinghong",A deep encoder-decoder network for anomaly detection in driving trajectory behavior under spatio-temporal context,"Traditional trajectory anomaly detection aims to find abnormal trajectory points or sequences using data mining techniques. As a comparison, we focus on the evaluation of the anomalies of driving habits for different drivers based on their trajectory data. This is particularly important for the application of adjusting the amount of in­ surance in accordance with the driving behaviors. Instead of customizing rules for modeling various driving behaviors, we propose an end-to-end deep learning framework for driving trajectory anomaly detection, called STDTB-AD. Specifically, taking into account the fact that movement is spatial–temporal dependent, the study first partitions the whole road network into a series of spatial–temporal units, which have homogeneous prop­ erties of traffic flows. Then, the motion parameters (i.e., acceleration, speed, and direction) of driving trajectories falling within each spatio-temporal unit are calculated for representing context-aware features of drivers. This method is able to detect the deviation of movement from the normal traffic state on the spatial–temporal units. Finally, a variational autoencoder is utilized to quantify the abnormity degree of each driver according to the reconstruction probability of driving feature vector. Evaluations based on taxi trajectory data show that our model can consider both the spatial and temporal contexts for detecting driving behavior anomalies and achieve higher detection accuracy than traditional models based on either spatial or temporal context.",,,,10.1016/j.jag.2022.103115,,1-s2.0-S156984322200303X-main.pdf:/media/aweissen/ef6d006c-11d1-45ba-ad13-50a91575ccd91/projects/papers/anita/literatur_axel/1-s2.0-S156984322200303X-main.pdf:application/pdf,,,15698432,International Journal of Applied Earth Observation and Geoinformation,,en,dec,,,103115,,,,https://linkinghub.elsevier.com/retrieve/pii/S156984322200303X,2023-06-18,115.0,2022.0,Anomaly detection,variational autoencoder,journal,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bogaerts_graph_2020,article,"Bogaerts, Toon and Masegosa, Antonio D. and Angarita-Zapata, Juan S. and Onieva, Enrique and Hellinckx, Peter",A graph CNN-LSTM neural network for short and long-term traffic forecasting based on trajectory data,"Traffic forecasting is an important research area in Intelligent Transportation Systems that is focused on anticipating traffic in order to mitigate congestion. In this work we propose a deep neural network that simultaneously extracts the spatial features of traffic, using graph convolution, and its temporal features by means of Long Short Term Memory (LSTM) cells to make both short-term and long-term predictions. The model is trained and tested using sparse trajectory (GPS) data coming from the ride-hailing service of DiDi in the cities of Xi'an and Chengdu in China. Besides, presenting the deep neural network, we also propose a data-reduction technique based on temporal correlation to select the most relevant road links to be used as input. Combining the suggested approaches, our model obtains better results compared to high-performance algorithms for traffic forecasting, such as LSTM or the algorithms presented in the TRANSFOR19 forecasting competition. The model is capable of maintaining its performance over different time-horizons from 5 min to up to 4 h with multi-step predictions.",,,,10.1016/j.trc.2020.01.010,,1-s2.0-S0968090X19309349-main.pdf:/media/aweissen/ef6d006c-11d1-45ba-ad13-50a91575ccd91/projects/papers/anita/2022/data/1-s2.0-S0968090X19309349-main.pdf:application/pdf,,,0968090X,Transportation Research Part C: Emerging Technologies,,en,mar,,,62--77,,,,https://linkinghub.elsevier.com/retrieve/pii/S0968090X19309349,2023-06-25,112.0,2020.0,Traffic volume prediction,"Graph-CNN, LSTM",journal,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wu_hybrid_2018,article,"Wu, Yuankai and Tan, Huachun and Qin, Lingqiao and Ran, Bin and Jiang, Zhuxi",A hybrid deep learning based traffic flow prediction method and its understanding,"Deep neural networks (DNNs) have recently demonstrated the capability to predict traﬃc ﬂow with big data. While existing DNN models can provide better performance than shallow models, it is still an open issue of making full use of spatial-temporal characteristics of the traﬃc ﬂow to improve their performance. In addition, our understanding of them on traﬃc data remains limited. This paper proposes a DNN based traﬃc ﬂow prediction model (DNN-BTF) to improve the prediction accuracy. The DNN-BTF model makes full use of weekly/daily periodicity and spatial-temporal characteristics of traﬃc ﬂow. Inspired by recent work in machine learning, an attention based model was introduced that automatically learns to determine the importance of past traﬃc ﬂow. The convolutional neural network was also used to mine the spatial features and the recurrent neural network to mine the temporal features of traﬃc ﬂow. We also showed through visualization how DNN-BTF model understands traﬃc ﬂow data and presents a challenge to conventional thinking about neural networks in the transportation ﬁeld that neural networks is purely a “black-box” model. Data from open-access database PeMS was used to validate the proposed DNN-BTF model on a long-term horizon prediction task. Experimental results demonstrated that our method outperforms the state-of-the-art approaches.",,,,10.1016/j.trc.2018.03.001,,1-s2.0-S0968090X18302651-main.pdf:/media/aweissen/ef6d006c-11d1-45ba-ad13-50a91575ccd91/projects/papers/anita/2022/data/1-s2.0-S0968090X18302651-main.pdf:application/pdf,,,0968090X,Transportation Research Part C: Emerging Technologies,,en,may,,,166--180,,,,https://linkinghub.elsevier.com/retrieve/pii/S0968090X18302651,2023-06-25,90.0,2018.0,Traffic volume prediction,"NN, LSTM, CNN",journal,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wang_new_2022,article,"Wang, Ziming and Qiao, Dongsheng and Yan, Jun and Tang, Guoqiang and Li, Binbin and Ning, Dezhi",A new approach to predict dynamic mooring tension using LSTM neural network based on responses of floating structure,"The prediction of dynamic mooring line tension using the responses of floating structures is of great significance for the safety monitoring of the station-keeping. Due to the mooring line tension usually has the typical lowfrequency and wave-frequency characteristics, this paper proposes a method of Low-frequency adds wavefrequency responses (LAWR) to predict the mooring line tension. Firstly, the optimal Long-short term memory (LSTM) neural network structure is determined through conducting the parameter sensitivity analysis on the performance of the LSTM model. Secondly, the low-frequency and wave-frequency tension are predicted using the corresponding low-frequency and wave-frequency responses as the input data, respectively. Then, the total mooring line tension is predicted by superposing the low-frequency tension and wave-frequency tension. Finally, the feasibility of the LAWR method is verified by considering the different data relevance between the training sets and validating sets, including the sea state condition contains different current direction, wave height and spectral peak frequency. The method proposed in this paper could further improve the prediction accuracy of mooring line tension more than 30\%, which has great engineering significance.",,,,10.1016/j.oceaneng.2022.110905,,1-s2.0-S0029801822003419-main.pdf:/media/aweissen/ef6d006c-11d1-45ba-ad13-50a91575ccd91/projects/papers/anita/literatur_axel/1-s2.0-S0029801822003419-main.pdf:application/pdf,,,298018,Ocean Engineering,,en,apr,,,110905,,,,https://linkinghub.elsevier.com/retrieve/pii/S0029801822003419,2023-06-18,249.0,2022.0,Trajectory prediction/imputation,LSTM,journal,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
li_prediction_2021,article,"Li, Xinqing and Sindihebura, Tanguy Tresor and Zhou, Lei and Duarte, Carlos M. and Costa, Daniel P. and Hindell, Mark A. and McMahon, Clive and Muelbert, Mônica M.C. and Zhang, Xiangliang and Peng, Chengbin",A prediction and imputation method for marine animal movement data,"Data prediction and imputation are important parts of marine animal movement trajectory analysis as they can help researchers understand animal movement patterns and address missing data issues. Compared with traditional methods, deep learning methods can usually provide enhanced pattern extraction capabilities, but their applications in marine data analysis are still limited. In this research, we propose a composite deep learning model to improve the accuracy of marine animal trajectory prediction and imputation. The model extracts patterns from the trajectories with an encoder network and reconstructs the trajectories using these patterns with a decoder network. We use attention mechanisms to highlight certain extracted patterns as well for the decoder. We also feed these patterns into a second decoder for prediction and imputation. Therefore, our approach is a coupling of unsupervised learning with the encoder and the first decoder and supervised learning with the encoder and the second decoder. Experimental results demonstrate that our approach can reduce errors by at least 10\% on average comparing with other methods.",,,,10.7717/peerj-cs.656,,peerj-cs-656.pdf:/media/aweissen/ef6d006c-11d1-45ba-ad13-50a91575ccd91/projects/papers/anita/literatur_axel/peerj-cs-656.pdf:application/pdf,,,2376-5992,PeerJ Computer Science,,en,aug,,,e656,,,,https://peerj.com/articles/cs-656,2023-06-18,7.0,2021.0,Trajectory prediction/imputation,LSTM with attention,article,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duan_semi-supervised_2022,article,"Duan, Hongda and Ma, Fei and Miao, Lixin and Zhang, Canrong",A semi-supervised deep learning approach for vessel trajectory classification based on AIS data,"Automatic identification system (AIS) refers to a new type of navigation aid system equipped in maritime vehicles to monitor ship performance. It provides trajectory information of vessels which can be used for the classification task. The classification results facilitate ocean surveillance and conservation, vessel management enhancement, fishery regulation, marine ecological sustainability, and nautical safety protection. Some progresses have been made based on machine learning or deep learning strategies to perform supervised learning by assuming that during the training process, the category labels of historical trajectory data are available. However, in reality, the label information may be difficult or expensive to obtain, resulting in that only a small part of the training data is labeled, and most of the training data is unlabeled. To address this issue, this paper proposes a semi-supervised deep learning approach to integrate the knowledge of unlabeled data for vessel trajectory classification. Here, we call our approach SSL-VTC. Specifically, we first extract vessel trajectories by integrating the kinematic and static information from historical AIS messages. Then, we design convolutional neural networks to extract feature representations from the vessel trajectories. Finally, we develop a semi-supervised learning algorithm based on the variational autoencoder to perform discriminative learning and generative learning simultaneously. In this way, our SSL-VTC framework can fully leverage the labeled data and unlabeled data during the training process. To the best of our knowledge, we are the first to utilize semi-supervised learning for vessel trajectory classification. Experimental results on the public AIS dataset show that our SSL-VTC can effectively extract feature representations from the AIS messages and its performance is significantly better than the traditional supervised learning methods. The approach and findings of this study provide important implications for researchers and stakeholders in the field of ocean management.",,,,10.1016/j.ocecoaman.2021.106015,,1-s2.0-S096456912100497X-main.pdf:/media/aweissen/ef6d006c-11d1-45ba-ad13-50a91575ccd91/projects/papers/anita/2022/data/1-s2.0-S096456912100497X-main.pdf:application/pdf,,,9645691,Ocean \& Coastal Management,,en,mar,,,106015,,,,https://linkinghub.elsevier.com/retrieve/pii/S096456912100497X,2023-06-25,218.0,2022.0,(Sub)trajectory classification,variational autoencoder,journal,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chen_semi-supervised_2021,article,"Chen, Xiang and Liu, Yuanchang and Achuthan, Kamalasudhan and Zhang, Xinyu and Chen, Jinhai",A semi-supervised deep learning model for ship encounter situation classification,"Maritime safety is an important issue for global shipping industries. Currently, most of collision accidents at sea are caused by the misjudgement of the ship’s operators. The deployment of maritime autonomous surface ships (MASS) can greatly reduce ships’ reliance on human operators by using an automated intelligent collision avoidance system to replace human decision-making. To successfully develop such a system, the capability of autonomously identifying other ships and evaluating their associated encountering situation is of paramount importance. In this paper, we aim to identify ships’ encounter situation modes using deep learning methods based upon the Automatic Identification System (AIS) data. First, a segmentation process is developed to divide each ship’s AIS data into different segments that contain only one encounter situation mode. This is different to the majority of studies that have proposed encounter situation mode classification using hand-crafted features, which may not reflect the actual ship’s movement states. Furthermore, a number of present classification tasks are conducted using substantial labelled AIS data followed by a supervised training paradigm, which is not applicable to our dataset as it contains a large number of unlabelled AIS data. Therefore, a method called SemiSupervised Convolutional Encoder–Decoder Network (SCEDN) for ship encounter situation classification based on AIS data is proposed. The structure of the network is not only able to automatically extract features from AIS segments but also share training parameters for the unlabelled data. The SCEDN uses an encoder–decoder convolutional structure with four channels for each segment (distance, speed, Time to the Closed Point of Approach (TCPA) and Distance to the Closed Point of Approach (DCPA)) been developed. The performance of the SCEDN model are evaluated by comparing to several baselines with the experimental results demonstrating a higher accuracy can be achieved by our proposed model.",,,,10.1016/j.oceaneng.2021.109824,,1-s2.0-S0029801821011823-main.pdf:/media/aweissen/ef6d006c-11d1-45ba-ad13-50a91575ccd91/projects/papers/anita/literatur_axel/1-s2.0-S0029801821011823-main.pdf:application/pdf,,,298018,Ocean Engineering,,en,nov,,,109824,,,,https://linkinghub.elsevier.com/retrieve/pii/S0029801821011823,2023-06-18,239.0,2021.0,Next location / final destination prediction,Convolutional Encoder–Decoder Network,journal,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buroni_ast-mtl_2021,article,"Buroni, Giovanni and Lebichot, Bertrand and Bontempi, Gianluca",AST-MTL: An Attention-Based Multi-Task Learning Strategy for Traffic Forecasting,"Road trafﬁc forecasting is crucial in Intelligent Transportation Systems (ITS). To achieve accurate results, it is necessary to model the dynamic nature and the complex non-linear dependencies governing trafﬁc. The goal is particularly challenging when the prediction involves more than just one trafﬁc variable. This paper proposes a novel multi-task learning model, called AST-MTL, to perform multi-horizon predictions of the trafﬁc ﬂow and speed at the road network scale. The strategy combines a multilayer fully-connected neural network (FNN) and a multi-head attention mechanism to learn related tasks while improving generalization performance. The model also includes the graph convolutional network (GCNs) and the gated recurrent unit network (GRUs) to extract the spatial and temporal features of trafﬁc conditions. Our experiments employ new sets of GPS data, called OBU data, to perform trafﬁc prediction in the freeway and urban contexts. The experimental results prove our model can effectively perform multi-horizon trafﬁc forecasting for different types of roads and outperform state-of-the-art models.",,,,10.1109/ACCESS.2021.3083412,,AST-MTL_An_Attention-Based_Multi-Task_Learning_Strategy_for_Traffic_Forecasting.pdf:/media/aweissen/ef6d006c-11d1-45ba-ad13-50a91575ccd91/projects/papers/anita/literatur_axel/AST-MTL_An_Attention-Based_Multi-Task_Learning_Strategy_for_Traffic_Forecasting.pdf:application/pdf,,,2169-3536,IEEE Access,,en,,,,77359--77370,,{AST}-{MTL},,https://ieeexplore.ieee.org/document/9439877/,2023-06-18,9.0,2021.0,Traffic volume prediction,"GCN, GRU, Attention, FNN (fully connected network)",journal,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zhang_atedlw_2021,inproceedings,"Zhang, Tao and Zhao, Shuai and Cheng, Bo and Chen, Junliang",ATeDLW: Intelligent Detection of Abnormal Trajectory in Ship Data Service System,"In order to improve the intelligent level of ship data service system, it is necessary to detect the abnormal ship trajectories in time. Therefore, we propose an Abnormal Trajectory detection method combining emd-DBSCAN algorithm and LSTM model with Weighted loss function (ATeDLW). Based on the earth mover’s distance, the emd-DBSCAN algorithm is proposed and used to cluster ship trajectories, and ship trajectories with distinctive behaviors are identiﬁed as abnormal. In order to make full use of the sequence characteristics of trajectory points, the LSTM network is used to train the abnormal ship trajectory detection model, and the weight of abnormal trajectory in the loss function is increased. Real AIS data are used for experiments. The experimental results show that the detection effect of ATeDLW method is better than other methods, and the ATeDLW method can meet the requirements of abnormal ship trajectory detection in different scenarios by adjusting the parameters.","Chicago, IL, USA",,2021 {IEEE} {International} {Conference} on {Services} {Computing} ({SCC}),10.1109/SCC53864.2021.00057,,ATeDLW_Intelligent_Detection_of_Abnormal_Trajectory_in_Ship_Data_Service_System.pdf:/media/aweissen/ef6d006c-11d1-45ba-ad13-50a91575ccd91/projects/papers/anita/2022/data/ATeDLW_Intelligent_Detection_of_Abnormal_Trajectory_in_Ship_Data_Service_System.pdf:application/pdf,,978-1-66541-683-2,,,,en,sep,,,401--406,IEEE,{ATeDLW},,https://ieeexplore.ieee.org/document/9592414/,2023-06-25,,2021.0,Anomaly detection,LSTM,article,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zang_abnormal_2021,inproceedings,"Zang, Yu and Deng, Lei and Sun, Shikai and Ai, Yunfei and Geng, Danyang and Kang, Xiaoyong",Abnormal Behavior Detection of Vessels Based on Deep Learning Algorithm: Case Study,"Abnormal behavior detection for vessels is vital to satisfy the reliability and safety requirements of maritime transportation. The current detection method is manual analysis, which has many defects such as high labor costs, weak stability, poor efficiency, low accuracy, so this passive mode cannot meet the needs of maritime transportation. Using deep learning algorithms to extract valuable information from various types of data and accurately perceive the vessel's behavior is the current research hot spot. This paper firstly preprocessed the data from the automatic identification system (AIS). And then the variable recurrent neural network algorithm was applied to establish the normal model. Next, according to the geographical and seasonal characteristics, several case studies were conducted to show the model's performance. Finally, the research and technological challenges in abnormal behavior detection using deep learning algorithms were summarized.","Wuhan, China",,2021 6th {International} {Conference} on {Transportation} {Information} and {Safety} ({ICTIS}),10.1109/ICTIS54573.2021.9798408,,Abnormal_Behavior_Detection_of_Vessels_Based_on_Deep_Learning_Algorithm_Case_Study.pdf:/media/aweissen/ef6d006c-11d1-45ba-ad13-50a91575ccd91/projects/papers/anita/2022/data/Abnormal_Behavior_Detection_of_Vessels_Based_on_Deep_Learning_Algorithm_Case_Study.pdf:application/pdf,,978-1-66549-713-8,,,,en,oct,,,205--212,IEEE,Abnormal {Behavior} {Detection} of {Vessels} {Based} on {Deep} {Learning} {Algorithm},,https://ieeexplore.ieee.org/document/9798408/,2023-06-25,,2021.0,Anomaly detection,RNN,article,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wang_adaptive_2023,article,"Wang, Yi and Jing, Changfeng and Huang, Wei and Jin, Shiyuan and Lv, Xinxin",Adaptive Spatiotemporal InceptionNet for Traffic Flow Forecasting,"Trafﬁc ﬂow forecasting is crucial to Intelligent Transportation Systems (ITS), particularly for route planning and trafﬁc management. Spatiotemporal graph neural networks have been widely used for this purpose, where a global graph structure is mainly used, but local graph features are ignored. Multi-scale spatiotemporal features—the combined application of global and local graph features—can help effectively discover the underlying spatiotemporal patterns. This study proposed a multi-scale adaptive spatiotemporal forecasting model called Adaptive SpatioTemporal InceptionNet (AST-InceptionNet). To enrich the captured features and extract multi-scale spatiotemporal ones, the inception part is applied to combine local spatiotemporal features with several global ones. Additionally, we developed a fully adaptive graph convolution method, including topologically adaptive graph convolution and an adaptive adjacency matrix. It can autonomously and dynamically learn spatial heterogeneity and enable the proposed model to work with unknown adjacency relations. The proﬁciency of AST-InceptionNet was validated using four publicly available real-world trafﬁc ﬂow datasets. The experiments demonstrate a satisfactory performance from the proposed model, outperforming existing state-of-the-art methods by up to approximately 12\%.",,,,10.1109/TITS.2023.3237205,,10032279.pdf:/media/aweissen/ef6d006c-11d1-45ba-ad13-50a91575ccd91/projects/papers/anita/2022/data/10032279.pdf:application/pdf,,,"1524-9050, 1558-0016",IEEE Transactions on Intelligent Transportation Systems,,en,apr,,4.0,3882--3907,,,,https://ieeexplore.ieee.org/document/10032279/,2023-06-25,24.0,2023.0,Traffic volume prediction,self-attention + InceptionNet and Seq2seq,journal,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
